nominal;data;curs;cdx
100;25/06/2019;58,5722;Японская иена
100;26/06/2019;58,4190;Японская иена
100;27/06/2019;58,4617;Японская иена
100;28/06/2019;58,3779;Японская иена
100;29/06/2019;58,5878;Японская иена
100;02/07/2019;58,2351;Японская иена
100;03/07/2019;58,4159;Японская иена
100;04/07/2019;58,9364;Японская иена
100;05/07/2019;58,8111;Японская иена
100;06/07/2019;58,8714;Японская иена
100;09/07/2019;58,9505;Японская иена
100;10/07/2019;58,5735;Японская иена
100;11/07/2019;58,5767;Японская иена
100;12/07/2019;58,3039;Японская иена
100;13/07/2019;58,1825;Японская иена
100;16/07/2019;58,2442;Японская иена
100;17/07/2019;58,1413;Японская иена
100;18/07/2019;58,1398;Японская иена
100;19/07/2019;58,3177;Японская иена
100;20/07/2019;58,3828;Японская иена
100;23/07/2019;58,3964;Японская иена
100;24/07/2019;58,3744;Японская иена
100;25/07/2019;58,4166;Японская иена
100;26/07/2019;58,4275;Японская иена
100;27/07/2019;58,0933;Японская иена
100;30/07/2019;58,4504;Японская иена
100;31/07/2019;58,3709;Японская иена
100;01/08/2019;58,4140;Японская иена
